 1 1  8
 1 2 75
 1 3 41
 1 4 47
 2 1  5
 2 2 52
 2 3 30
 2 4 29
 3 1  8
 3 2 58
 3 3 38
 3 4 25
 4 1  3
 4 2 19
 4 3 20
 4 4 10
 5 1 17
 5 2 34
 5 3 35
 5 4 79
 6 1 15
 6 2 34
 6 3 28
 6 4 13
 7 1  9
 7 2 49
 7 3 24
 7 4 12
 8 1 16
 8 2 56
 8 3 23
 8 4 18
 9 1  3
 9 2 16
 9 3  6
 9 4 23
10 1 20
10 2 33
10 3 26
10 4 17
11 1  7
11 2 25
11 3 15
11 4 12
12 1 21
12 2 66
12 3 39
12 4 21
