58 0 0.7936171 8.191683 -0.0879219 0.113007 0.01388446 -0.0107331 -0.110786 0.1137371 0.09688083 -0.0904232 -0.101245
60 0 0.9446676 2.873198 -0.0278386 0.05628349 0.01551444 -0.00968908 -0.0294692 0.04457606 0.3287862 -0.134862 0.0253516
62 0 1.142134 3.099509 -0.390559 0.2932265 0.06369972 -0.126007 -0.341955 0.1974378 0.3684887 0.02745506 -0.485461
65 0 0.9827515 20.13444 -0.539606 0.07189118 0.003903533 -0.0268001 -0.549077 0.07859547 0.04880947 -0.0215879 -0.514771
67 0 0.614074 2.243552 0.01750753 0.205999 0.03135355 -0.00338757 -0.0123767 0.07034331 0.2737062 -0.0235492 -0.0669886
69 0 1.141351 5.767479 -0.403903 0.1154933 0.01781478 -0.0700311 -0.353881 0.1027464 0.1978943 -0.0824363 -0.316387
71 0 0.7164493 1.461338 -0.0375097 0.3471014 0.1001712 -0.0256681 -0.052355 0.146384 0.4902695 -0.142492 -0.237751
72 0 1.005417 1.755138 -0.140565 0.3052155 0.04309355 -0.0800877 -0.139808 0.07563511 0.5728423 0.0187881 -0.203746
73 0 0.852883 4.048687 -0.115462 0.1614141 0.02026171 -0.0285184 -0.135378 0.08203333 0.2106567 -0.0277179 -0.128911
74 0 0.8571081 4.476636 -0.0433011 0.2804135 0.02624743 -0.00967269 -0.05052 0.1175002 0.1914625 0.02985191 -0.0762213
80 0 0.4845473 4.079034 -0.00908173 0.08974915 0.003946256 -0.0026455 -0.0222704 0.01609691 0.1187897 0.02280613 -0.0172715
83 1 0.1235287 7.905704 0.04057845 0.03331844 0.002061653 0.005132806 0.328494 0.01629882 0.01562526 0.04158704 1.224571
85 1 0.4629854 0.3442478 0.01514815 0.08568515 0.03903912 0.04400361 0.03271842 0.01343913 1.344919 0.319906 0.008469326
86 1 0.257223 4.227787 0.06682519 0.0288594 0.003305569 0.01580619 0.2597948 0.01397524 0.06084105 0.04967996 0.6686777
87 1 0.4142544 7.804909 -0.0302801 0.02081883 0.003156453 -0.00387962 -0.0730954 0.02463583 0.05307614 -0.0131838 0.1820045
89 1 0.2980842 3.899296 0.14834 0.06051504 0.00359017 0.03804276 0.4976446 0.01399914 0.07644564 0.02735243 0.6344857
91 1 0.2878952 8.119331 0.006398923 0.09008234 0.007024254 0.0007881096 0.02222657 0.05703224 0.03545799 0.008538087 0.03043689
92 1 0.6831247 0.9445639 0.1453379 0.2677847 0.06364305 0.1538677 0.2127545  0.06011493 0.723217 0.1374755 0.1993908
93 1 0.9013489 1.307751 -0.0290388 0.1518176 0.03228366 -0.0222051 -0.032217 0.04221897 0.6892361 -0.0174186 -0.0469244
94 1 0.4256442 5.304549 0.1829198 0.010122 0.0008229471 0.03448357 0.4297481 0.004365363 0.08024136 0.01363783 0.5555111
95 1 0.7291086 2.995795 0.03171964 0.1609617 0.01636244 0.01058806 0.04350468 0.04901851 0.2433774 -0.00345182 0.03564595
96 1 0.734567 3.855979 -0.0520081 0.2789847 0.01787522 -0.0134876 -0.070801 0.06892649 0.1905008 0.06870507 -0.0701255
97 1 0.8273512 2.769234 -0.0114271 0.1772588 0.03105551 -0.00412644 -0.0138116 0.08599997 0.2987654 0.03009013 -0.029714
100 1 0.3615347 1.602938 0.03469258 0.08699993 0.01558711 0.01743292 0.07729244 0.02498517 0.225545 0.1251457 0.1810778
101 1 0.7906437 4.176268 0.04506704 0.1087375 0.013843 0.01079122 0.05700044 0.05781206 0.1893182 -0.0705634 0.06462647
102 1 0.3307449 12.29446 0.03375025 0.0245345 0.002307474 0.00274516 0.1020431 0.02836914 0.02690195 0.01353234 0.4516081
103 1 0.4664853 4.584954 -0.0461816 0.0976695 0.01161965 -0.0100724 -0.0989991 0.05327557 0.1017426 -0.0497325 -0.0877107
104 1 0.5684059 1.773246 0.03695967 0.02401321 0.001586516 0.02084295 0.06502337 0.002813284 0.3205454 0.1153862 0.1030829
115 1 0.4966434 1.736822 -0.0755907 0.07163356 0.0281631 -0.0435224 -0.152203 0.0489143 0.2859495 0.2895677 -0.169768
116 1 0.6198096 4.024988 0.04125037 0.110498 0.01409494 0.01024857 0.06655329 0.05673197 0.1539904 0.04640517 0.05422472
117 1 0.3879806 2.419756 0.04147218 0.04856147 0.007851405 0.01478399 0.09220473 0.01899849 0.1603387 -0.00832905 0.1522754
118 1 0.4676981 1.612375 -0.0209593 0.1230136 0.02295353 -0.00545461 -0.0188046 0.03700971 0.2900677 0.0356686 0.01453421
119 1 0.6081966 2.744252 0.05030631 0.126 0.02430661 0.0130133 0.0587175 0.06670344 0.2216257 -0.0118993 0.03783373
120 1 0.480293 1.621551 -0.0315682 0.02554092 0.004810013 -0.0194679 -0.0657269 0.007799683 0.2961935 0.1942104 0.04218253
127 1 0.04546863 1.712472 0.04005011 0.002398044 0.0002954814 0.01921447 0.7236692 0.0005060036 0.02655146 0.207432 1.462672
129 1 0.6651651 1.45387 0.02146096 0.2170882 0.02263017 0.01439118 0.03145519 0.03290132 0.4575135 -0.0324234 0.01156955
135 1 0.320095 1.835608 -0.0799081 0.09877081 0.01905886 -0.0468056 -0.26841 0.03498459 0.1743809 0.07911726 -0.27478
137 1 0.4558181 3.798558 0.0007089792 0.0886779 0.01568576 0.0001866443 0.001555399 0.05958327 0.1199977 0.009014611 0.07794709
138 1 0.5175104 5.980023 -0.0958552 0.01959274 0.002902957 -0.0160292 -0.185224 0.01735975 0.08653986 0.0373006 -0.120345
140 1 0.3565042 4.951383 0.09351084 0.1086092 0.01234926 0.01748434 0.242835 0.06114593 0.07200093 -0.0214646 0.2344128
142 1 0.6550087 2.181292 0.05463626 0.157822 0.01010364 0.02504766 0.08341302 0.02203898 0.3002847 0.03457692 0.09433444
143 1 0.27173 2.125793 0.1539913 0.04949804 0.006248241 0.0723151 0.5657341 0.01328247 0.1278253 0.01986707 0.6697567
145 1 0.6058353 6.416352 0.009279256 0.03539849 0.001200171 0.001446189 0.01531647 0.007700719 0.09442051 0.00546025 0.1030233
146 1 0.6953701 3.97852 -0.0113781 0.130703 0.01933535 -0.00285989 -0.0163627 0.07692606 0.1747811 -0.00517691 -0.0512084
147 1 0.5376012 3.469997 0.02464741 0.08875018 0.009776809 0.007103006 0.04584701 0.0339255 0.1549284 0.05953839 0.08052688
151 1 0.3317686 1.797019 0.143407 0.02239444 0.004042708 0.07980273 0.4322501 0.007264824 0.1846216 0.1054018 0.5265071
152 1 0.433018 3.653647 0.1048656 0.02194772 0.0009685557 0.02865206 0.2417555 0.003538761 0.1185166 0.0199336 0.2882025
154 1 0.6984982 5.588078 0.1441455 0.04609857 0.007324072 0.02579519 0.2063649 0.04092749 0.1249979 0.009801732 0.208971
155 1 0.4205111 4.034574 0.05521555 0.06032914 0.006355611 0.0115938 0.1112361 0.02564218 0.1042269 -0.0449572 0.1343737
156 1 0.1286935 1.072742 0.04014 0.002220374 0.0002733882 0.03724365 0.3104494 0.0002932749 0.1199669 0.2316261 0.5945747
157 1 0.7302098 1.562697 -0.0104496 0.2800466 0.0384955 -0.00668687 -0.0143103 0.0601568 0.4672754 0.04275256 -0.0690332
158 1 0.3350246 2.267921 0.01147643 0.06990133 0.007297088 0.01136396 0.07692738 0.01654922 0.1477232 0.05022842 0.1128917
160 1 0.6629867 4.268313 0.04490934 0.08161868 0.005362091 0.01052157 0.06773792 0.02288708 0.1553276 0.004213979 0.08788508
161 1 0.6462055 5.125956 -0.00543666 0.07072801 0.01209818 -0.00106061 -0.0084132 0.06201473 0.1260654 -0.0409911 0.06787569
164 1 0.5709505 2.805349 -0.124789 0.1212491 0.01596224 -0.0208567 -0.102479 0.04477966 0.2035221 -0.0261787 -0.118634
165 1 0.706316 2.793846 0.06466372 0.1258785 0.005348454 0.02296343 0.09083226 0.01494275 0.2528114 0.03737236 0.1021915
169 1 0.2298618 2.344269 -0.0631372 0.02737655 0.003934186 -0.027678 -0.282277 0.00922279 0.09805265 0.04455218 -0.23844
170 1 0.1253366 2.171158 0.1554549 0.0001620738 .00001727219 0.07159639 1.240237 .00003750065 0.05772799 0.216934 1.484328
174 1 0.6432119 5.193622 -0.0325709 0.1346317 0.01438175 -0.00627132 -0.0506379 0.07469338 0.1238465 0.02385321 -0.0793771
180 1 0.5032515 4.005 0.09961219 0.03371498 0.006114612 0.02487196 0.1979372 0.02448902 0.1256558 -0.0117425 0.2613589
182 1 0.7635157 1.040708 0.1739887 0.1584358 0.05429521 0.1671831 0.2278784 0.05650545 0.7336503 0.04743532 0.2204454
186 1 0.5633269 1.942372 0.09322658 0.0485257 0.008317829 0.04799626 0.1654929 0.01615631 0.2900201 -0.0052516 0.221301
187 1 0.3522947 3.726827 0.06772869 0.04251817 0.004802429 0.01650385 0.1745896 0.01789782 0.0945294 -0.0164263 0.2685894
191 1 0.5073688 9.043187 -0.0638554 0.07265547 0.006997127 -0.00706116 -0.125856 0.06327633 0.05610509 -0.00126038 -0.0759809
194 1 0.3396463 3.169332 0.01622473 0.0272491 0.003939447 0.00511929 0.04776948 0.01248541 0.1071665 0.05452348 0.2333477
196 1 0.2602214 3.476464 0.07627882 0.02592779 0.004694062 0.0219415 0.2931305 0.01631874 0.07485232 0.1032214 0.5572436
198 1 0.2419968 2.5551 0.02324176 0.03918364 0.004525194 0.009346597 0.09868515 0.01156232 0.09471129 0.07551022 0.2439087
199 1 0.2254757 2.462888 0.3093141 0.0132389 0.004038156 0.12559 1.371829 0.009945526 0.09154932 0.2064399 2.54358
205 1 0.8045816 2.004415 0.1296044 0.2334655 0.0407395 0.06465947 0.161083 0.08165886 0.4014047 -0.0234157 0.117507
207 1 0.7978818 5.878706 0.02294231 0.1936459 0.007495045 0.003902612 0.02875402 0.04406117 0.1357241 -0.00244429 0.03432565
208 1 0.8565372 3.08935 0.05604743 0.08920128 0.01686201 0.01814214 0.0654349 0.05209266 0.2772548 -0.0283254 0.1568564
214 1 0.5773262 2.847194 0.03482431 0.0741264 0.01627067 0.0122311 0.06032 0.04632576 0.2027702 -0.0250142 0.1549567
216 1 0.5327943 2.930889 0.1252269 0.09424996 0.01709913 0.04272658 0.2350379 0.05011564 0.1817859 0.0008192929 0.3355669
217 1 0.2278544 1.495073 0.145815 0.002960026 0.000388026 0.09753037 0.6399483 0.0005801273 0.1524035 0.1734541 0.8033761
219 1 0.4887823 2.755124 0.1089832 0.1454581 0.01378345 0.03883084 0.2188782 0.03797511 0.1774085 0.02221858 0.2355426
220 1 0.222399  3.461691 -0.0225174 0.03957276 0.004791345 -0.00650475 -0.101248 0.01658616 0.06424579 0.02673323 0.1535571
224 1 0.5852892 3.18274 0.01428992 0.1084576 0.005480547 0.004475838 0.02433913 0.01744316 0.1838948 -0.0216354 0.02635818
227 1 0.3160183 3.752879 -0.0551741 0.03613387 0.004408902 0.01071133 0.1272025 0.01654607 0.08420689 0.02790866 0.2556404
228 1 0.6594064 2.470964 -0.011867 0.05109893 0.007857812 -0.00480259 -0.0179965 0.01941637 0.266862 -0.0068113 0.05218554
229 1 0.7525789 2.07793 0.117293 0.2134331 0.04067571 0.05644702 0.1558547 0.08452126 0.3621772 -0.0289815 0.1864966
230 1 0.2990641 2.916206 0.07603414 0.04573249 0.004228914 0.02592374 0.2615301 0.01233238 0.09912334 0.1184374 0.32994
233 1 0.3165569 1.607232 0.181676 0.03452314 0.007438933 0.1130366 0.5739126 0.01195609 0.1969578 -0.0127364 0.7919143
236 1 0.6096725 4.737886 0.1715864 0.1199633 0.002993169 0.03654235 0.2839778 0.01418129 0.1286803 0.00149152 0.2892509
241 1 0.3020296 0.8951427 0.01691 0.08368618 0.03087592 -0.0124145 -0.0367934 0.02763836 0.3374095 0.1668239 0.05778849
