1 1 37 1 4 14 1 2 1 29 1 1 3 1 3 1 6 2 21 4 1 12 1
2 1 30 1 3 74 2 4 1 71 1 1 2 1 6 1 16 7 22 7 1 6 1
3 1 26 1 2 50 2 4 2 30 2 1 2 1 5 1 12 12 20 2 1 12 1
4 1 23 1 3 37 1 2 2 36 1 1 4 1 4 2 4 6 18 5 2 12 1
5 1 35 1 3 NA 1 4 1 NA 2 2 1 2 4 1 6 3 25 3 1 6 2
6 1 26 1 3 45 2 4 1 43 2 1 2 1 2 1 5 7 16 2 1 0 1
7 1 49 1 2 64 2 4 1 59 1 1 2 1 10 1 10 2 19 3 1 2 2
8 1 27 1 3 61 2 2 2 40 1 1 4 2 4 2 11 1 21 7 1 0.7 1
9 1 19 1 1 54 2 2 2 43 2 2 4 1 1 1 6 3 18 7 2 3 1
10 1 27 1 3 34 2 1 2 20 1 2 3 1 1 1 17 4 20 7 1 2 1
11 1 27 1 3 68 2 3 2 60 1 1 4 1 1 1 8 4 18 7 1 1 2
12 1 25 1 2 38 2 3 2 36 1 2 4 2 2 1 10 1 16 7 1 3 1
13 1 54 1 3 28 2 3 1 23 1 1 3 2 2 1 10 1 23 6 1 60 2
14 1 54 1 1 30 2 4 1 27 1 2 2 2 4 1 10 1 20 7 1 12 1
15 1 21 1 3 28 2 2 1 19 2 1 4 2 1 2 8 2 18 5 1 0.7 2
16 1 39 1 3 61 1 5 2 51 1 2 4 2 3 1 6 2 23 5 1 12 1
17 1 27 1 4 70 2 1 1 68 1 1 4 1 1 1 12 2 17 7 1 1 2
18 1 29 1 4 NA 2 4 2 NA 2 1 1 2 3 1 23 2 19 4 1 4 2
19 1 57 1 2 NA 2 3 1 NA 1 2 3 2 11 1 7 1 21 4 1 24 1
20 1 48 1 3 45 2 4 2 38 1 1 2 2 2 1 12 1 19 7 1 24 2
21 1 38 1 3 25 2 2 2 18 1 1 4 1 0 1 13 4 23 3 1 1 2
22 1 28 1 2 NA 2 4 2 NA 2 2 1 2 5 1 10 3 20 7 2 0 2
23 1 49 1 2 37 2 4 2 26 2 2 1 2 0 1 25 1 29 2 1 36 2
24 1 23 1 3 33 2 4 1 21 1 1 2 1 1 1 10 1 19 7 1 6 2
25 1 34 1 3 55 2 1 1 19 2 2 3 2 5 1 9 2 21 7 1 15 2
26 1 41 1 3 64 2 4 2 36 1 2 2 1 2 1 16 2 31 6 2 0 1
27 1 19 1 2 55 2 2 2 52 1 1 3 1 3 1 1 3 18 7 1 0.5 1
28 1 48 2 3 11 1 3 2 10 1 1 3 1 0 2 0 2 18 2 1 48 1
29 1 34 1 3 71 1 5 1 62 2 1 3 1 2 2 18 2 18 7 1 15 1
30 1 43 2 2 17 2 4 2 3 1 2 2 1 2 2 0 0 38 1 2 0 2
31 1 21 1 3 26 2 3 2 19 2 1 4 1 1 1 7 2 17 6 1 0.2 2
41 2 19 1 2 37 1 2 1 44 1 1 4 2 2 1 2 7 18 5 2 1.2 1
42 2 22 1 2 61 1 3 2 40 1 1 4 2 3 1 3 20 18 7 1 3 1
43 2 20 1 3 41 NA NA NA 23 NA NA 4 1 NA 1 0 0 16 7 NA 0 NA
44 2 28 1 4 17 2 4 2 27 1 2 1 2 4 1 9 2 22 3 1 4 2
45 2 36 1 3 46 2 4 1 37 1 1 2 1 4 1 7 2 21 7 1 18 2
46 2 22 1 2 68 1 3 2 36 2 1 3 1 3 2 7 20 17 7 1 1 1
47 2 25 1 4 38 2 1 2 38 2 2 4 1 3 1 8 2 24 3 2 0 2
48 2 37 1 1 70 1 3 1 59 1 1 4 1 4 1 6 2 17 7 1 36 1
49 2 49 1 4 19 2 4 1 24 1 1 2 2 NA 2 1 3 NA NA NA 0 NA
50 2 31 1 2 78 1 2 1 52 1 1 3 2 4 1 13 2 20 7 1 9 1
51 2 18 1 2 32 2 1 2 32 1 1 4 2 NA 1 2 1 16 5 2 0 2
52 2 27 1 4 NA 1 4 1 NA 1 1 2 1 2 1 0 1 18 3 1 1 2
53 2 52 1 3 32 1 2 1 NA 1 1 3 2 4 2 9 3 17 7 1 0.5 1
54 2 38 1 3 63 2 4 1 53 1 1 3 2 6 1 9 2 24 6 1 18 2
55 2 35 1 4 NA 2 1 NA NA 1 1 3 1 3 1 13 1 18 2 1 0.2 NA
56 2 19 1 2 56 1 5 1 44 2 1 4 1 2 1 1 10 16 7 1 2 1
57 2 68 1 2 20 2 4 1 28 1 NA 1 2 9 1 12 1 28 6 1 1 1
58 2 40 1 3 NA 2 4 1 NA 1 1 2 NA NA 1 10 3 25 2 1 12 2
59 2 41 1 2 46 1 5 1 38 1 1 3 1 1 2 4 0 26 4 1 18 1
60 2 27 2 4 40 2 4 2 11 2 2 2 2 1 1 6 3 19 2 1 36 1
61 2 22 1 2 23 2 4 2 15 1 1 1 1 2 1 2 2 18 3 1 1 2
62 2 20 1 2 NA 2 5 1 NA 1 1 4 2 NA 2 1 2 16 1 1 1 1
63 2 24 1 3 68 2 5 2 52 1 1 3 1 2 2 3 3 19 7 1 1 1
64 2 24 1 1 34 2 3 1 29 1 1 3 2 NA 2 8 3 26 7 1 2 2
65 2 25 1 3 43 2 3 2 34 1 2 4 1 NA 1 12 3 19 3 1 0.5 1
66 2 24 1 3 42 2 3 1 21 1 2 4 2 5 2 12 4 18 3 1 6 1
67 2 41 1 3 78 2 3 1 68 1 1 3 1 1 1 5 3 21 7 1 6 1
68 2 30 1 3 15 1 1 2 9 1 1 3 2 2 2 12 4 18 4 1 3 1
69 2 56 1 3 NA 2 4 1 NA 1 1 2 2 4 2 10 3 40 6 1 2 2
70 2 40 1 4 42 2 4 2 38 1 1 2 1 10 1 15 1 27 4 1 3 2
71 2 30 1 2 47 1 2 1 34 1 1 3 1 2 1 13 3 20 2 1 6 2
72 2 27 1 2 51 1 2 1 46 2 1 4 1 6 2 5 4 21 2 1 7 2
73 2 30 1 3 51 2 5 1 46 2 1 4 1 2 2 3 4 21 2 1 4 2
74 2 29 1 4 48 1 1 2 39 1 2 4 2 7 1 16 3 19 3 2 0.2 1
75 2 30 1 3 NA 2 3 1 NA 1 2 3 1 1 2 15 3 21 7 1 7 1
76 2 29 1 3 NA 2 4 1 NA 1 2 2 1 2 1 13 1 19 7 1 4 1
77 2 45 1 3 NA 1 1 2 NA 1 2 4 1 6 1 17 1 16 2 1 56 1
78 2 35 1 2 NA 2 4 1 NA 1 1 3 2 9 1 6 1 20 7 1 3 1
79 2 35 2 3 NA 1 3 1 NA 1 1 3 1 3 2 0 1 21 7 1 7 1
80 2 19 1 3 NA 2 1 1 NA 1 1 4 1 1 1 2 3 18 7 2 0.2 1
81 2 26 1 2 40 2 3 2 26 1 1 4 2 NA 1 5 3 24 5 1 0.2 1
82 2 21 1 2 85 1 2 1 57 1 1 4 2 3 2 3 10 16 5 1 2.5 1
83 2 32 1 2 NA 1 4 1 NA 1 1 2 2 3 1 7 5 20 3 1 7 1
84 2 48 2 3 51 1 4 1 33 1 2 2 2 1 1 11 2 20 7 1 2 1
85 2 46 1 2 NA 2 4 NA NA 2 NA 1 NA NA 1 16 NA 16 2 1 0 2
86 2 23 1 3 46 2 3 1 26 1 1 4 1 4 2 1 2 17 7 1 4 1
87 2 20 1 1 15 2 2 1 12 1 2 4 2 2 2 6 4 17 4 1 7 2
88 2 66 1 2 28 2 4 2 NA 2 2 1 1 2 1 17 1 21 7 1 2 2
89 2 53 1 2 NA 2 4 2 29 1 2 2 2 5 1 18 1 20 3 2 1 2
90 2 21 2 3 54 2 2 2 47 1 1 4 1 4 2 3 6 18 2 1 7 1
91 2 38 1 3 77 1 3 1 59 1 1 3 1 2 1 6 2 20 7 1 0.5 1
92 2 26 1 4 84 1 1 1 73 1 1 4 1 4 2 4 30 18 7 2 0.2 1
93 2 30 1 2 78 1 3 1 47 1 1 4 1 2 2 4 5 20 5 1 1 1
94 2 23 1 1 67 2 2 1 50 1 1 3 1 5 2 5 3 14 4 1 1.5 2
95 2 19 1 3 47 2 2 2 44 2 1 4 2 7 2 3 5 13 2 1 6 1
96 2 24 1 2 41 2 2 1 16 1 1 3 2 1 2 2 2 17 7 1 1 2
97 2 37 1 3 69 1 4 1 62 1 2 2 1 2 1 19 1 29 7 1 1.5 1
