timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2021/09/17 13:23:09.885, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:23:14.886, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:23:19.888, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:23:24.889, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:23:29.890, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:23:34.892, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:23:39.893, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:23:44.894, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:23:49.895, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:23:54.897, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:23:59.898, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:04.900, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:09.901, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:14.902, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:19.903, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:24.905, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:29.906, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:34.908, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:39.909, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:44.910, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:49.911, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:54.913, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:24:59.914, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:04.915, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:09.917, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:14.918, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:19.919, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:24.921, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:29.922, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:34.923, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:39.925, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:44.926, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:49.927, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:54.929, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:25:59.930, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:04.931, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:09.933, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:14.934, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:19.935, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:24.937, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:29.938, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:34.939, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:39.941, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:44.942, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:49.943, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:54.944, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:26:59.946, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:04.947, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:09.948, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:14.949, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:19.950, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:24.952, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:29.953, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:34.954, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:39.955, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:44.956, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:49.958, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:54.959, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:27:59.960, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:04.961, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:09.962, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:14.963, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:19.965, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:24.966, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:29.967, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:34.968, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:39.970, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:44.971, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:49.972, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:54.973, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:28:59.974, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:04.976, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:09.977, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:14.978, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:19.980, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:24.981, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:29.982, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:34.983, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:39.985, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:44.986, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:49.987, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:54.988, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:29:59.990, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:30:04.991, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:30:09.992, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:30:14.993, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:30:19.995, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:30:24.996, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:30:29.997, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:30:34.998, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:30:40.000, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:30:45.001, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:30:50.002, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:30:55.004, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:00.005, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:05.009, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:10.011, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:15.012, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:20.014, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:25.015, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:30.017, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:35.018, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:40.020, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:45.021, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:50.023, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:31:55.024, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:00.026, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:05.028, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:10.029, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:15.031, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:20.032, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:25.034, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:30.035, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:35.037, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:40.039, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:45.040, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:50.042, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:32:55.043, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:00.045, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:05.046, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:10.047, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:15.049, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:20.050, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:25.052, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:30.053, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:35.055, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:40.056, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:45.058, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:50.059, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:33:55.060, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:00.062, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:05.063, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:10.065, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:15.066, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:20.068, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:25.069, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:30.071, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:35.072, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:40.073, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:45.075, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:50.076, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:34:55.078, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:35:00.079, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
2021/09/17 13:35:05.081, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 1446 MiB, 6502 MiB
