timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2021/09/17 17:26:53.456, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3322 MiB, 4626 MiB
2021/09/17 17:26:58.458, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:03.459, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:08.460, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:13.461, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:18.463, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:23.464, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:28.466, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:33.467, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:38.468, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:43.470, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:48.471, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:53.472, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:27:58.474, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:03.475, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:08.477, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:13.478, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:18.479, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:23.481, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:28.482, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:33.483, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:38.485, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:43.486, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:48.487, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:53.489, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:28:58.490, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3408 MiB, 4540 MiB
2021/09/17 17:29:03.492, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:29:08.493, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:29:13.494, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:29:18.496, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:29:23.497, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:29:28.499, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:29:33.500, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:29:38.501, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:29:43.503, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:29:48.504, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:29:53.505, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:29:58.507, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:03.508, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:08.510, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 43, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:13.511, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:18.513, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:23.514, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:28.515, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:33.517, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:38.518, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:43.519, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:48.521, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:53.522, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:30:58.524, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:03.525, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:08.527, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:13.528, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:18.529, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:23.531, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:28.532, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:33.534, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:38.535, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:43.536, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:48.538, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:53.539, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:31:58.540, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:03.542, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:08.543, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:13.544, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:18.546, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:23.547, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:28.549, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:33.550, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:38.551, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:43.553, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:48.554, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:53.555, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:32:58.557, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:03.558, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:08.559, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:13.561, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:18.562, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:23.564, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:28.565, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:33.566, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:38.568, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:43.569, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:48.571, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:53.572, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:33:58.573, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:03.575, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:08.576, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:13.577, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:18.579, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:23.580, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:28.581, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:33.583, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:38.584, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:43.585, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:48.587, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:53.588, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:34:58.590, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:03.591, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:08.593, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:13.594, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:18.595, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:23.597, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:28.598, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:33.600, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:38.601, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:43.602, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:48.603, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:53.605, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:35:58.606, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:03.608, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:08.609, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:13.610, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:18.612, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:23.613, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:28.615, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:33.616, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:38.618, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:43.619, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:48.620, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:53.622, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:36:58.623, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:03.624, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:08.626, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:13.627, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:18.629, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:23.630, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:28.631, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:33.633, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:38.634, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:43.636, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:48.637, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:53.638, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:37:58.640, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:38:03.641, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:38:08.643, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:38:13.644, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:38:18.645, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:38:23.647, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:38:28.648, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 41, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:38:33.649, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:38:38.651, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 41, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:38:43.652, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 42, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 17:38:48.654, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 41, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
